"Run","LTE","Cultivar","Trt","Date","Sample"
"211123AD",-26.6,"MQ","field",2021-11-23,"AD"
"211123AD",-26.7,"MQ","field",2021-11-23,"AD"
"211123AD",-26.7,"FR","field",2021-11-23,"AD"
"211123AD",-26.7,"FR","field",2021-11-23,"AD"
"211123AD",-26.7,"LC","field",2021-11-23,"AD"
"211123AD",-26.7,"LC","field",2021-11-23,"AD"
"211123AD",-26.7,"FR","field",2021-11-23,"AD"
"211123AD",-26.8,"LC","field",2021-11-23,"AD"
"211123AD",-26.8,"MQ","field",2021-11-23,"AD"
"211123AD",-26.8,"FR","field",2021-11-23,"AD"
"211123AD",-26.8,"PP","field",2021-11-23,"AD"
"211123AD",-26.9,"FR","field",2021-11-23,"AD"
"211123AD",-26.9,"FR","field",2021-11-23,"AD"
"211123AD",-26.9,"PP","field",2021-11-23,"AD"
"211123AD",-26.9,"BR","field",2021-11-23,"AD"
"211123AD",-27,"MQ","field",2021-11-23,"AD"
"211123AD",-27,"FR","field",2021-11-23,"AD"
"211123AD",-27,"MQ","field",2021-11-23,"AD"
"211123AD",-27.1,"PP","field",2021-11-23,"AD"
"211123AD",-27.1,"LC","field",2021-11-23,"AD"
"211123AD",-27.2,"MQ","field",2021-11-23,"AD"
"211123AD",-27.3,"MQ","field",2021-11-23,"AD"
"211123AD",-27.3,"MQ","field",2021-11-23,"AD"
"211123AD",-27.3,"FR","field",2021-11-23,"AD"
"211123AD",-27.3,"MQ","field",2021-11-23,"AD"
"211123AD",-27.3,"FR","field",2021-11-23,"AD"
"211123AD",-27.5,"MQ","field",2021-11-23,"AD"
"211123AD",-27.5,"LC","field",2021-11-23,"AD"
"211123AD",-27.6,"LC","field",2021-11-23,"AD"
"211123AD",-27.6,"FR","field",2021-11-23,"AD"
"211123AD",-27.6,"LC","field",2021-11-23,"AD"
"211123AD",-27.6,"PP","field",2021-11-23,"AD"
"211123AD",-27.7,"LC","field",2021-11-23,"AD"
"211123AD",-27.7,"FR","field",2021-11-23,"AD"
"211123AD",-27.8,"LC","field",2021-11-23,"AD"
"211123AD",-27.8,"LC","field",2021-11-23,"AD"
"211123AD",-27.9,"MQ","field",2021-11-23,"AD"
"211123AD",-28,"LC","field",2021-11-23,"AD"
"211123AD",-28.1,"LC","field",2021-11-23,"AD"
"211123AD",-28.1,"MQ","field",2021-11-23,"AD"
"211123AD",-28.1,"LC","field",2021-11-23,"AD"
"211123AD",-28.2,"LC","field",2021-11-23,"AD"
"211123AD",-28.5,"FR","field",2021-11-23,"AD"
"211123AD",-28.5,"MQ","field",2021-11-23,"AD"
"211123AD",-28.7,"FR","field",2021-11-23,"AD"
"211123AD",-28.7,"LC","field",2021-11-23,"AD"
"211123AD",-28.7,"FR","field",2021-11-23,"AD"
"211123AD",-29,"LC","field",2021-11-23,"AD"
"211123AD",-29.1,"MQ","field",2021-11-23,"AD"
"211123AD",-29.3,"LC","field",2021-11-23,"AD"
"211123AD",-14.9,"LC","fluctuating",2021-11-23,"AD"
"211123AD",-16.2,"LC","fluctuating",2021-11-23,"AD"
"211123AD",-16.8,"FR","fluctuating",2021-11-23,"AD"
"211123AD",-17.8,"MQ","fluctuating",2021-11-23,"AD"
"211123AD",-17.9,"BR","fluctuating",2021-11-23,"AD"
"211123AD",-18,"LC","fluctuating",2021-11-23,"AD"
"211123AD",-18.2,"LC","fluctuating",2021-11-23,"AD"
"211123AD",-18.3,"LC","fluctuating",2021-11-23,"AD"
"211123AD",-18.3,"BR","fluctuating",2021-11-23,"AD"
"211123AD",-18.3,"MQ","fluctuating",2021-11-23,"AD"
"211123AD",-18.8,"LC","fluctuating",2021-11-23,"AD"
"211123AD",-18.9,"BR","fluctuating",2021-11-23,"AD"
"211123AD",-18.9,"BR","fluctuating",2021-11-23,"AD"
"211123AD",-18.9,"PP","fluctuating",2021-11-23,"AD"
"211123AD",-19,"PP","fluctuating",2021-11-23,"AD"
"211123AD",-19.3,"FR","fluctuating",2021-11-23,"AD"
"211123AD",-19.4,"PP","fluctuating",2021-11-23,"AD"
"211123AD",-19.5,"LC","fluctuating",2021-11-23,"AD"
"211123AD",-19.5,"MQ","fluctuating",2021-11-23,"AD"
"211123AD",-19.6,"MQ","fluctuating",2021-11-23,"AD"
"211123AD",-19.6,"LC","fluctuating",2021-11-23,"AD"
"211123AD",-19.6,"MQ","fluctuating",2021-11-23,"AD"
"211123AD",-19.7,"FR","fluctuating",2021-11-23,"AD"
"211123AD",-20,"MQ","fluctuating",2021-11-23,"AD"
"211123AD",-20.2,"PP","fluctuating",2021-11-23,"AD"
"211123AD",-20.3,"LC","fluctuating",2021-11-23,"AD"
"211123AD",-20.3,"BR","fluctuating",2021-11-23,"AD"
"211123AD",-20.3,"MQ","fluctuating",2021-11-23,"AD"
"211123AD",-20.4,"PP","fluctuating",2021-11-23,"AD"
"211123AD",-20.5,"BR","fluctuating",2021-11-23,"AD"
"211123AD",-20.5,"PP","fluctuating",2021-11-23,"AD"
"211123AD",-20.6,"LC","fluctuating",2021-11-23,"AD"
"211123AD",-20.6,"MQ","fluctuating",2021-11-23,"AD"
"211123AD",-20.8,"BR","fluctuating",2021-11-23,"AD"
"211123AD",-20.9,"FR","fluctuating",2021-11-23,"AD"
"211123AD",-20.9,"BR","fluctuating",2021-11-23,"AD"
"211123AD",-21,"PP","fluctuating",2021-11-23,"AD"
"211123AD",-21.1,"BR","fluctuating",2021-11-23,"AD"
"211123AD",-21.1,"BR","fluctuating",2021-11-23,"AD"
"211123AD",-21.2,"MQ","fluctuating",2021-11-23,"AD"
"211123AD",-21.2,"PP","fluctuating",2021-11-23,"AD"
"211123AD",-21.3,"MQ","fluctuating",2021-11-23,"AD"
"211123AD",-21.3,"PP","fluctuating",2021-11-23,"AD"
"211123AD",-21.4,"PP","fluctuating",2021-11-23,"AD"
"211123AD",-21.5,"LC","fluctuating",2021-11-23,"AD"
"211123AD",-21.5,"MQ","fluctuating",2021-11-23,"AD"
"211123AD",-21.5,"BR","fluctuating",2021-11-23,"AD"
"211123AD",-21.5,"BR","fluctuating",2021-11-23,"AD"
"211123AD",-21.5,"BR","fluctuating",2021-11-23,"AD"
"211123AD",-21.5,"FR","fluctuating",2021-11-23,"AD"
"211123AD",-21.7,"MQ","fluctuating",2021-11-23,"AD"
"211123AD",-21.7,"BR","fluctuating",2021-11-23,"AD"
"211123AD",-21.7,"LC","fluctuating",2021-11-23,"AD"
"211123AD",-21.9,"MQ","fluctuating",2021-11-23,"AD"
"211123AD",-21.9,"PP","fluctuating",2021-11-23,"AD"
"211123AD",-22,"PP","fluctuating",2021-11-23,"AD"
"211123AD",-22,"BR","fluctuating",2021-11-23,"AD"
"211123AD",-22.1,"PP","fluctuating",2021-11-23,"AD"
"211123AD",-22.3,"FR","fluctuating",2021-11-23,"AD"
"211123AD",-22.3,"MQ","fluctuating",2021-11-23,"AD"
"211123AD",-22.3,"PP","fluctuating",2021-11-23,"AD"
"211123AD",-22.4,"PP","fluctuating",2021-11-23,"AD"
"211123AD",-22.6,"FR","fluctuating",2021-11-23,"AD"
"211123AD",-22.6,"LC","fluctuating",2021-11-23,"AD"
"211123AD",-22.6,"LC","fluctuating",2021-11-23,"AD"
"211123AD",-22.8,"FR","fluctuating",2021-11-23,"AD"
"211123AD",-22.8,"MQ","fluctuating",2021-11-23,"AD"
"211123AD",-22.9,"FR","fluctuating",2021-11-23,"AD"
"211123AD",-22.9,"BR","fluctuating",2021-11-23,"AD"
"211123AD",-23,"FR","fluctuating",2021-11-23,"AD"
"211123AD",-23.1,"FR","fluctuating",2021-11-23,"AD"
"211123AD",-23.3,"FR","fluctuating",2021-11-23,"AD"
"211123AD",-23.5,"FR","fluctuating",2021-11-23,"AD"
"211123AD",-23.6,"LC","fluctuating",2021-11-23,"AD"
"211123AD",-23.8,"MQ","fluctuating",2021-11-23,"AD"
"211123AD",-24.2,"FR","fluctuating",2021-11-23,"AD"
"211123AD",-24.5,"FR","fluctuating",2021-11-23,"AD"
"211123AD",-24.7,"FR","fluctuating",2021-11-23,"AD"
"211123AD",-25.1,"FR","fluctuating",2021-11-23,"AD"
"211123AD",-27,"FR","fluctuating",2021-11-23,"AD"
"211207AE",-10.4,"LC","constant",2021-12-07,"AE"
"211207AE",-10.8,"LC","constant",2021-12-07,"AE"
"211207AE",-11.2,"LC","constant",2021-12-07,"AE"
"211207AE",-13.6,"LC","constant",2021-12-07,"AE"
"211207AE",-13.8,"MQ","constant",2021-12-07,"AE"
"211207AE",-13.8,"LC","constant",2021-12-07,"AE"
"211207AE",-14.1,"LC","constant",2021-12-07,"AE"
"211207AE",-14.2,"LC","constant",2021-12-07,"AE"
"211207AE",-14.4,"LC","constant",2021-12-07,"AE"
"211207AE",-14.8,"PP","constant",2021-12-07,"AE"
"211207AE",-14.9,"LC","constant",2021-12-07,"AE"
"211207AE",-14.9,"LC","constant",2021-12-07,"AE"
"211207AE",-15.2,"PP","constant",2021-12-07,"AE"
"211207AE",-15.4,"LC","constant",2021-12-07,"AE"
"211207AE",-15.6,"PP","constant",2021-12-07,"AE"
"211207AE",-15.6,"LC","constant",2021-12-07,"AE"
"211207AE",-15.7,"PP","constant",2021-12-07,"AE"
"211207AE",-15.8,"PP","constant",2021-12-07,"AE"
"211207AE",-15.9,"LC","constant",2021-12-07,"AE"
"211207AE",-15.9,"MQ","constant",2021-12-07,"AE"
"211207AE",-15.9,"PP","constant",2021-12-07,"AE"
"211207AE",-15.9,"PP","constant",2021-12-07,"AE"
"211207AE",-16,"BR","constant",2021-12-07,"AE"
"211207AE",-16.1,"PP","constant",2021-12-07,"AE"
"211207AE",-16.3,"MQ","constant",2021-12-07,"AE"
"211207AE",-16.3,"LC","constant",2021-12-07,"AE"
"211207AE",-16.3,"LC","constant",2021-12-07,"AE"
"211207AE",-16.5,"MQ","constant",2021-12-07,"AE"
"211207AE",-16.5,"MQ","constant",2021-12-07,"AE"
"211207AE",-16.5,"PP","constant",2021-12-07,"AE"
"211207AE",-16.6,"PP","constant",2021-12-07,"AE"
"211207AE",-16.6,"BR","constant",2021-12-07,"AE"
"211207AE",-16.7,"PP","constant",2021-12-07,"AE"
"211207AE",-16.8,"MQ","constant",2021-12-07,"AE"
"211207AE",-16.9,"MQ","constant",2021-12-07,"AE"
"211207AE",-16.9,"BR","constant",2021-12-07,"AE"
"211207AE",-16.9,"FR","constant",2021-12-07,"AE"
"211207AE",-16.9,"LC","constant",2021-12-07,"AE"
"211207AE",-17,"PP","constant",2021-12-07,"AE"
"211207AE",-17.1,"BR","constant",2021-12-07,"AE"
"211207AE",-17.1,"BR","constant",2021-12-07,"AE"
"211207AE",-17.1,"BR","constant",2021-12-07,"AE"
"211207AE",-17.3,"LC","constant",2021-12-07,"AE"
"211207AE",-17.3,"MQ","constant",2021-12-07,"AE"
"211207AE",-17.3,"BR","constant",2021-12-07,"AE"
"211207AE",-17.3,"LC","constant",2021-12-07,"AE"
"211207AE",-17.4,"MQ","constant",2021-12-07,"AE"
"211207AE",-17.4,"MQ","constant",2021-12-07,"AE"
"211207AE",-17.5,"MQ","constant",2021-12-07,"AE"
"211207AE",-17.5,"BR","constant",2021-12-07,"AE"
"211207AE",-17.6,"BR","constant",2021-12-07,"AE"
"211207AE",-17.8,"PP","constant",2021-12-07,"AE"
"211207AE",-17.9,"BR","constant",2021-12-07,"AE"
"211207AE",-17.9,"PP","constant",2021-12-07,"AE"
"211207AE",-18,"MQ","constant",2021-12-07,"AE"
"211207AE",-18,"BR","constant",2021-12-07,"AE"
"211207AE",-18.1,"MQ","constant",2021-12-07,"AE"
"211207AE",-18.1,"BR","constant",2021-12-07,"AE"
"211207AE",-18.2,"MQ","constant",2021-12-07,"AE"
"211207AE",-18.3,"PP","constant",2021-12-07,"AE"
"211207AE",-18.5,"MQ","constant",2021-12-07,"AE"
"211207AE",-18.5,"BR","constant",2021-12-07,"AE"
"211207AE",-18.5,"BR","constant",2021-12-07,"AE"
"211207AE",-18.6,"MQ","constant",2021-12-07,"AE"
"211207AE",-18.6,"FR","constant",2021-12-07,"AE"
"211207AE",-18.8,"FR","constant",2021-12-07,"AE"
"211207AE",-18.9,"MQ","constant",2021-12-07,"AE"
"211207AE",-18.9,"BR","constant",2021-12-07,"AE"
"211207AE",-19,"FR","constant",2021-12-07,"AE"
"211207AE",-19.1,"FR","constant",2021-12-07,"AE"
"211207AE",-19.4,"FR","constant",2021-12-07,"AE"
"211207AE",-19.6,"FR","constant",2021-12-07,"AE"
"211207AE",-19.8,"FR","constant",2021-12-07,"AE"
"211207AE",-20.2,"FR","constant",2021-12-07,"AE"
"211207AE",-20.4,"FR","constant",2021-12-07,"AE"
"211207AE",-20.7,"FR","constant",2021-12-07,"AE"
"211207AE",-21,"FR","constant",2021-12-07,"AE"
"211207AE",-21.6,"FR","constant",2021-12-07,"AE"
"211208AE",-20.7,"BR","field",2021-12-08,"AE"
"211208AE",-21.4,"MQ","field",2021-12-08,"AE"
"211208AE",-22.9,"BR","field",2021-12-08,"AE"
"211208AE",-23.5,"BR","field",2021-12-08,"AE"
"211208AE",-24.6,"BR","field",2021-12-08,"AE"
"211208AE",-24.9,"PP","field",2021-12-08,"AE"
"211208AE",-25.1,"BR","field",2021-12-08,"AE"
"211208AE",-25.2,"PP","field",2021-12-08,"AE"
"211208AE",-25.3,"LC","field",2021-12-08,"AE"
"211208AE",-25.4,"BR","field",2021-12-08,"AE"
"211208AE",-25.4,"PP","field",2021-12-08,"AE"
"211208AE",-25.6,"MQ","field",2021-12-08,"AE"
"211208AE",-25.6,"PP","field",2021-12-08,"AE"
"211208AE",-25.7,"BR","field",2021-12-08,"AE"
"211208AE",-25.7,"LC","field",2021-12-08,"AE"
"211208AE",-25.8,"LC","field",2021-12-08,"AE"
"211208AE",-25.9,"BR","field",2021-12-08,"AE"
"211208AE",-25.9,"BR","field",2021-12-08,"AE"
"211208AE",-25.9,"LC","field",2021-12-08,"AE"
"211208AE",-25.9,"PP","field",2021-12-08,"AE"
"211208AE",-26,"BR","field",2021-12-08,"AE"
"211208AE",-26,"LC","field",2021-12-08,"AE"
"211208AE",-26,"PP","field",2021-12-08,"AE"
"211208AE",-26.2,"LC","field",2021-12-08,"AE"
"211208AE",-26.2,"LC","field",2021-12-08,"AE"
"211208AE",-26.3,"BR","field",2021-12-08,"AE"
"211208AE",-26.4,"BR","field",2021-12-08,"AE"
"211208AE",-26.4,"FR","field",2021-12-08,"AE"
"211208AE",-26.5,"LC","field",2021-12-08,"AE"
"211208AE",-26.5,"PP","field",2021-12-08,"AE"
"211208AE",-26.5,"PP","field",2021-12-08,"AE"
"211208AE",-26.9,"MQ","field",2021-12-08,"AE"
"211208AE",-26.9,"LC","field",2021-12-08,"AE"
"211208AE",-26.9,"PP","field",2021-12-08,"AE"
"211208AE",-27,"LC","field",2021-12-08,"AE"
"211208AE",-27,"PP","field",2021-12-08,"AE"
"211208AE",-27.2,"BR","field",2021-12-08,"AE"
"211208AE",-27.2,"MQ","field",2021-12-08,"AE"
"211208AE",-27.2,"LC","field",2021-12-08,"AE"
"211208AE",-27.3,"LC","field",2021-12-08,"AE"
"211208AE",-27.3,"MQ","field",2021-12-08,"AE"
"211208AE",-27.3,"MQ","field",2021-12-08,"AE"
"211208AE",-27.3,"FR","field",2021-12-08,"AE"
"211208AE",-27.4,"BR","field",2021-12-08,"AE"
"211208AE",-27.4,"MQ","field",2021-12-08,"AE"
"211208AE",-27.4,"FR","field",2021-12-08,"AE"
"211208AE",-27.5,"FR","field",2021-12-08,"AE"
"211208AE",-27.6,"FR","field",2021-12-08,"AE"
"211208AE",-27.6,"LC","field",2021-12-08,"AE"
"211208AE",-27.6,"PP","field",2021-12-08,"AE"
"211208AE",-27.8,"MQ","field",2021-12-08,"AE"
"211208AE",-27.9,"MQ","field",2021-12-08,"AE"
"211208AE",-27.9,"PP","field",2021-12-08,"AE"
"211208AE",-28,"BR","field",2021-12-08,"AE"
"211208AE",-28,"MQ","field",2021-12-08,"AE"
"211208AE",-28,"FR","field",2021-12-08,"AE"
"211208AE",-28,"LC","field",2021-12-08,"AE"
"211208AE",-28.1,"MQ","field",2021-12-08,"AE"
"211208AE",-28.2,"MQ","field",2021-12-08,"AE"
"211208AE",-28.4,"FR","field",2021-12-08,"AE"
"211208AE",-28.4,"LC","field",2021-12-08,"AE"
"211208AE",-28.5,"MQ","field",2021-12-08,"AE"
"211208AE",-28.5,"PP","field",2021-12-08,"AE"
"211208AE",-28.6,"MQ","field",2021-12-08,"AE"
"211208AE",-28.6,"MQ","field",2021-12-08,"AE"
"211208AE",-28.6,"FR","field",2021-12-08,"AE"
"211208AE",-28.7,"FR","field",2021-12-08,"AE"
"211208AE",-28.7,"FR","field",2021-12-08,"AE"
"211208AE",-28.8,"MQ","field",2021-12-08,"AE"
"211208AE",-29,"FR","field",2021-12-08,"AE"
"211208AE",-29.2,"BR","field",2021-12-08,"AE"
"211208AE",-29.3,"FR","field",2021-12-08,"AE"
"211208AE",-29.4,"FR","field",2021-12-08,"AE"
"211208AE",-29.6,"LC","field",2021-12-08,"AE"
"211208AE",-30.4,"FR","field",2021-12-08,"AE"
"211207AE",-17.8,"MQ","fluctuating",2021-12-07,"AE"
"211207AE",-18,"LC","fluctuating",2021-12-07,"AE"
"211207AE",-18.3,"LC","fluctuating",2021-12-07,"AE"
"211207AE",-18.7,"LC","fluctuating",2021-12-07,"AE"
"211207AE",-18.8,"MQ","fluctuating",2021-12-07,"AE"
"211207AE",-18.9,"LC","fluctuating",2021-12-07,"AE"
"211207AE",-18.9,"LC","fluctuating",2021-12-07,"AE"
"211207AE",-19.1,"LC","fluctuating",2021-12-07,"AE"
"211207AE",-19.2,"FR","fluctuating",2021-12-07,"AE"
"211207AE",-19.3,"BR","fluctuating",2021-12-07,"AE"
"211207AE",-19.4,"PP","fluctuating",2021-12-07,"AE"
"211207AE",-19.5,"LC","fluctuating",2021-12-07,"AE"
"211207AE",-19.6,"LC","fluctuating",2021-12-07,"AE"
"211207AE",-19.7,"MQ","fluctuating",2021-12-07,"AE"
"211207AE",-19.7,"LC","fluctuating",2021-12-07,"AE"
"211207AE",-19.9,"PP","fluctuating",2021-12-07,"AE"
"211207AE",-20,"LC","fluctuating",2021-12-07,"AE"
"211207AE",-20,"BR","fluctuating",2021-12-07,"AE"
"211207AE",-20.2,"MQ","fluctuating",2021-12-07,"AE"
"211207AE",-20.2,"LC","fluctuating",2021-12-07,"AE"
"211207AE",-20.4,"MQ","fluctuating",2021-12-07,"AE"
"211207AE",-20.4,"MQ","fluctuating",2021-12-07,"AE"
"211207AE",-20.5,"LC","fluctuating",2021-12-07,"AE"
"211207AE",-20.5,"BR","fluctuating",2021-12-07,"AE"
"211207AE",-20.6,"LC","fluctuating",2021-12-07,"AE"
"211207AE",-20.6,"BR","fluctuating",2021-12-07,"AE"
"211207AE",-20.6,"MQ","fluctuating",2021-12-07,"AE"
"211207AE",-20.7,"MQ","fluctuating",2021-12-07,"AE"
"211207AE",-20.8,"FR","fluctuating",2021-12-07,"AE"
"211207AE",-20.8,"MQ","fluctuating",2021-12-07,"AE"
"211207AE",-20.9,"LC","fluctuating",2021-12-07,"AE"
"211207AE",-20.9,"LC","fluctuating",2021-12-07,"AE"
"211207AE",-20.9,"BR","fluctuating",2021-12-07,"AE"
"211207AE",-21,"MQ","fluctuating",2021-12-07,"AE"
"211207AE",-21,"BR","fluctuating",2021-12-07,"AE"
"211207AE",-21.2,"BR","fluctuating",2021-12-07,"AE"
"211207AE",-21.4,"PP","fluctuating",2021-12-07,"AE"
"211207AE",-21.4,"BR","fluctuating",2021-12-07,"AE"
"211207AE",-21.4,"MQ","fluctuating",2021-12-07,"AE"
"211207AE",-21.5,"MQ","fluctuating",2021-12-07,"AE"
"211207AE",-21.6,"MQ","fluctuating",2021-12-07,"AE"
"211207AE",-21.7,"PP","fluctuating",2021-12-07,"AE"
"211207AE",-21.7,"PP","fluctuating",2021-12-07,"AE"
"211207AE",-21.8,"FR","fluctuating",2021-12-07,"AE"
"211207AE",-21.9,"FR","fluctuating",2021-12-07,"AE"
"211207AE",-22,"FR","fluctuating",2021-12-07,"AE"
"211207AE",-22.1,"PP","fluctuating",2021-12-07,"AE"
"211207AE",-22.2,"PP","fluctuating",2021-12-07,"AE"
"211207AE",-22.2,"PP","fluctuating",2021-12-07,"AE"
"211207AE",-22.2,"BR","fluctuating",2021-12-07,"AE"
"211207AE",-22.3,"FR","fluctuating",2021-12-07,"AE"
"211207AE",-22.4,"FR","fluctuating",2021-12-07,"AE"
"211207AE",-22.4,"BR","fluctuating",2021-12-07,"AE"
"211207AE",-22.6,"PP","fluctuating",2021-12-07,"AE"
"211207AE",-22.6,"BR","fluctuating",2021-12-07,"AE"
"211207AE",-22.7,"FR","fluctuating",2021-12-07,"AE"
"211207AE",-22.7,"PP","fluctuating",2021-12-07,"AE"
"211207AE",-22.8,"BR","fluctuating",2021-12-07,"AE"
"211207AE",-22.9,"MQ","fluctuating",2021-12-07,"AE"
"211207AE",-22.9,"BR","fluctuating",2021-12-07,"AE"
"211207AE",-23,"FR","fluctuating",2021-12-07,"AE"
"211207AE",-23,"MQ","fluctuating",2021-12-07,"AE"
"211207AE",-23.2,"PP","fluctuating",2021-12-07,"AE"
"211207AE",-23.2,"FR","fluctuating",2021-12-07,"AE"
"211207AE",-23.3,"PP","fluctuating",2021-12-07,"AE"
"211207AE",-23.5,"FR","fluctuating",2021-12-07,"AE"
"211207AE",-23.5,"FR","fluctuating",2021-12-07,"AE"
"211207AE",-23.5,"FR","fluctuating",2021-12-07,"AE"
"211207AE",-23.6,"PP","fluctuating",2021-12-07,"AE"
"211207AE",-24,"FR","fluctuating",2021-12-07,"AE"
"211207AE",-24.2,"FR","fluctuating",2021-12-07,"AE"
"211207AE",-24.4,"FR","fluctuating",2021-12-07,"AE"
"211207AE",-24.8,"FR","fluctuating",2021-12-07,"AE"
"211207AE",-25.2,"FR","fluctuating",2021-12-07,"AE"
"211222AF",-12.2,"LC","constant",2021-12-22,"AF"
"211222AF",-13.4,"LC","constant",2021-12-22,"AF"
"211222AF",-13.7,"LC","constant",2021-12-22,"AF"
"211222AF",-13.9,"MQ","constant",2021-12-22,"AF"
"211222AF",-14.1,"LC","constant",2021-12-22,"AF"
"211222AF",-14.1,"MQ","constant",2021-12-22,"AF"
"211222AF",-14.3,"LC","constant",2021-12-22,"AF"
"211222AF",-14.5,"MQ","constant",2021-12-22,"AF"
"211222AF",-14.6,"LC","constant",2021-12-22,"AF"
"211222AF",-14.6,"LC","constant",2021-12-22,"AF"
"211222AF",-14.9,"LC","constant",2021-12-22,"AF"
"211222AF",-15.1,"PP","constant",2021-12-22,"AF"
"211222AF",-15.2,"LC","constant",2021-12-22,"AF"
"211222AF",-15.3,"PP","constant",2021-12-22,"AF"
"211222AF",-15.5,"PP","constant",2021-12-22,"AF"
"211222AF",-15.5,"MQ","constant",2021-12-22,"AF"
"211222AF",-15.7,"LC","constant",2021-12-22,"AF"
"211222AF",-15.7,"MQ","constant",2021-12-22,"AF"
"211222AF",-15.8,"LC","constant",2021-12-22,"AF"
"211222AF",-15.8,"PP","constant",2021-12-22,"AF"
"211222AF",-15.8,"MQ","constant",2021-12-22,"AF"
"211222AF",-16,"PP","constant",2021-12-22,"AF"
"211222AF",-16,"MQ","constant",2021-12-22,"AF"
"211222AF",-16.1,"LC","constant",2021-12-22,"AF"
"211222AF",-16.2,"LC","constant",2021-12-22,"AF"
"211222AF",-16.3,"PP","constant",2021-12-22,"AF"
"211222AF",-16.3,"BR","constant",2021-12-22,"AF"
"211222AF",-16.4,"PP","constant",2021-12-22,"AF"
"211222AF",-16.5,"BR","constant",2021-12-22,"AF"
"211222AF",-16.6,"PP","constant",2021-12-22,"AF"
"211222AF",-16.6,"BR","constant",2021-12-22,"AF"
"211222AF",-16.7,"LC","constant",2021-12-22,"AF"
"211222AF",-16.7,"MQ","constant",2021-12-22,"AF"
"211222AF",-16.8,"PP","constant",2021-12-22,"AF"
"211222AF",-16.8,"MQ","constant",2021-12-22,"AF"
"211222AF",-16.9,"BR","constant",2021-12-22,"AF"
"211222AF",-17,"PP","constant",2021-12-22,"AF"
"211222AF",-17,"PP","constant",2021-12-22,"AF"
"211222AF",-17,"BR","constant",2021-12-22,"AF"
"211222AF",-17,"BR","constant",2021-12-22,"AF"
"211222AF",-17.1,"PP","constant",2021-12-22,"AF"
"211222AF",-17.1,"BR","constant",2021-12-22,"AF"
"211222AF",-17.2,"PP","constant",2021-12-22,"AF"
"211222AF",-17.2,"PP","constant",2021-12-22,"AF"
"211222AF",-17.2,"MQ","constant",2021-12-22,"AF"
"211222AF",-17.3,"MQ","constant",2021-12-22,"AF"
"211222AF",-17.3,"BR","constant",2021-12-22,"AF"
"211222AF",-17.4,"MQ","constant",2021-12-22,"AF"
"211222AF",-17.4,"BR","constant",2021-12-22,"AF"
"211222AF",-17.5,"BR","constant",2021-12-22,"AF"
"211222AF",-17.5,"BR","constant",2021-12-22,"AF"
"211222AF",-17.6,"PP","constant",2021-12-22,"AF"
"211222AF",-17.7,"MQ","constant",2021-12-22,"AF"
"211222AF",-17.8,"MQ","constant",2021-12-22,"AF"
"211222AF",-17.8,"BR","constant",2021-12-22,"AF"
"211222AF",-18,"LC","constant",2021-12-22,"AF"
"211222AF",-18,"BR","constant",2021-12-22,"AF"
"211222AF",-18,"BR","constant",2021-12-22,"AF"
"211222AF",-18.4,"BR","constant",2021-12-22,"AF"
"211222AF",-18.7,"BR","constant",2021-12-22,"AF"
"211222AF",-18.8,"MQ","constant",2021-12-22,"AF"
"211222AF",-19,"FR","constant",2021-12-22,"AF"
"211222AF",-19,"MQ","constant",2021-12-22,"AF"
"211222AF",-19.1,"FR","constant",2021-12-22,"AF"
"211222AF",-19.2,"FR","constant",2021-12-22,"AF"
"211222AF",-19.5,"FR","constant",2021-12-22,"AF"
"211222AF",-19.5,"FR","constant",2021-12-22,"AF"
"211222AF",-19.7,"FR","constant",2021-12-22,"AF"
"211222AF",-20,"FR","constant",2021-12-22,"AF"
"211222AF",-20,"FR","constant",2021-12-22,"AF"
"211222AF",-20.4,"FR","constant",2021-12-22,"AF"
"211222AF",-20.5,"FR","constant",2021-12-22,"AF"
"211222AF",-20.6,"FR","constant",2021-12-22,"AF"
"211222AF",-20.6,"LC","constant",2021-12-22,"AF"
"211222AF",-20.9,"FR","constant",2021-12-22,"AF"
"211222AF",-21,"FR","constant",2021-12-22,"AF"
"211222AF",-21.3,"FR","constant",2021-12-22,"AF"
"211222AF",-21.7,"FR","constant",2021-12-22,"AF"
"211222AF",-21.9,"FR","constant",2021-12-22,"AF"
"211222AF",-22.2,"FR","constant",2021-12-22,"AF"
"211222AF",-22.9,"MQ","field",2021-12-22,"AF"
"211222AF",-25,"PP","field",2021-12-22,"AF"
"211222AF",-25.1,"PP","field",2021-12-22,"AF"
"211222AF",-25.5,"PP","field",2021-12-22,"AF"
"211222AF",-25.6,"PP","field",2021-12-22,"AF"
"211222AF",-25.7,"PP","field",2021-12-22,"AF"
"211222AF",-25.7,"FR","field",2021-12-22,"AF"
"211222AF",-26.2,"BR","field",2021-12-22,"AF"
"211222AF",-26.2,"PP","field",2021-12-22,"AF"
"211222AF",-26.4,"MQ","field",2021-12-22,"AF"
"211222AF",-26.4,"PP","field",2021-12-22,"AF"
"211222AF",-26.7,"PP","field",2021-12-22,"AF"
"211222AF",-26.8,"MQ","field",2021-12-22,"AF"
"211222AF",-27,"MQ","field",2021-12-22,"AF"
"211222AF",-27,"PP","field",2021-12-22,"AF"
"211222AF",-27.1,"BR","field",2021-12-22,"AF"
"211222AF",-27.2,"FR","field",2021-12-22,"AF"
"211222AF",-27.3,"BR","field",2021-12-22,"AF"
